                             t1   p-value (t1)          t2   p-value (t2)  
---------------------------------------------------------------------------
          mardia   166133.40526            1.0   -13.48694        0.0****  
         royston     7070.97306        0.0****                             
   henze-zirkler            1.0        0.0****                             
  doornik-hansen      9018.5128        0.0****                             
          energy        5.28679           0.56                             
---------------------------------------------------------------------------------------------------------------
  col         jb   p-value (jb)           k2   p-value (k2)        ks   p-value (ks)        sw   p-value (sw)  
   68   60.05795        0.0****    723.72894        0.0****   0.15907        0.0****   0.95468        0.0****  
   69   59.01447        0.0****    675.93761        0.0****   0.15934        0.0****   0.95677        0.0****  
   70   56.22581        0.0****    544.87359        0.0****   0.16105        0.0****   0.95903        0.0****  
   71   62.90201        0.0****    930.76087        0.0****   0.15892        0.0****   0.95026        0.0****  
   72   62.76376        0.0****    926.46851        0.0****   0.15925        0.0****    0.9517        0.0****  
   73    62.1738        0.0****    866.24379        0.0****   0.15916        0.0****   0.95263        0.0****  
   74     61.921        0.0****    846.07054        0.0****   0.15915        0.0****   0.95239        0.0****  
   75   59.36462        0.0****    640.83189        0.0****   0.15963        0.0****   0.95353        0.0****  
   76    58.7199        0.0****    659.03091        0.0****   0.15989        0.0****   0.95437        0.0****  
   77   57.60596        0.0****    606.40698        0.0****   0.15894        0.0****   0.95675        0.0****  
   78   50.17649        0.0****    365.22177        0.0****   0.15981        0.0****   0.96362        0.0****  
   79   59.17451        0.0****    617.76467        0.0****   0.16003        0.0****   0.95491        0.0****  
   80   61.35016        0.0****    815.84111        0.0****   0.15895        0.0****   0.95236        0.0****  
   81   65.88547        0.0****   1222.31196        0.0****   0.15942        0.0****   0.94977        0.0****  
   82    62.7387        0.0****     924.6063        0.0****   0.15947        0.0****   0.95183        0.0****  
   83   62.78877        0.0****    918.92847        0.0****   0.15928        0.0****   0.95131        0.0****  
   84   60.39069        0.0****    748.29336        0.0****    0.1595        0.0****   0.95299        0.0****  
   85   63.92897        0.0****    1026.7861        0.0****   0.15928        0.0****   0.95081        0.0****  
   86   67.20453        0.0****   1425.85357        0.0****   0.16042        0.0****   0.94733        0.0****  
   87   59.08686        0.0****    681.95498        0.0****   0.15933        0.0****   0.95475        0.0****  
   88   55.51173        0.0****    524.42441        0.0****   0.15937        0.0****   0.95776        0.0****  
   89   65.63953        0.0****   1173.34117        0.0****   0.15945        0.0****   0.94956        0.0****  
   90   64.10736        0.0****   1040.81447        0.0****   0.15968        0.0****   0.95118        0.0****  
   91    61.5454        0.0****    827.95587        0.0****   0.15948        0.0****   0.95405        0.0****  
   92   60.96445        0.0****    794.71867        0.0****   0.15933        0.0****   0.95375        0.0****  
   93   58.41101        0.0****     642.2493        0.0****   0.15981        0.0****   0.95682        0.0****  
   94   57.68282        0.0****    611.62903        0.0****    0.1627        0.0****   0.95707        0.0****  
   95   62.65932        0.0****    908.06555        0.0****   0.16033        0.0****     0.951        0.0****  
   96   58.49774        0.0****    551.63545        0.0****   0.15938        0.0****   0.95514        0.0****  
   97   57.94009        0.0****    626.49941        0.0****   0.15906        0.0****   0.95639        0.0****  
   98   60.28176        0.0****    738.83363        0.0****   0.15974        0.0****   0.95436        0.0****  
   99   62.64876        0.0****    917.38136        0.0****   0.15973        0.0****   0.95155        0.0****  
  100   61.50251        0.0****    721.61243        0.0****   0.16172        0.0****   0.95256        0.0****  
---------------------------------------------------------------------------------------------------------------
